episode,return,steps,success,end_reason,return_ma,success_rate_ma
435,-27.5,17,0,trap,-30.18625,0.0
436,-27.5,26,0,trap,-30.21,0.0
437,-30.3,36,0,trap,-30.21125,0.0
438,-27.3,15,0,trap,-30.203749999999996,0.0
439,-43.19999999999999,84,0,trap,-30.379999999999995,0.0
440,-29.1,24,0,trap,-30.405,0.0
441,-30.4,55,0,enemy,-30.441250000000004,0.0
442,-27.0,12,0,trap,-30.3975,0.0
443,-31.499999999999996,39,0,trap,-30.442499999999995,0.0
444,-26.1,12,0,trap,-30.43875,0.0
445,-32.699999999999996,42,0,trap,-30.526249999999997,0.0
446,-29.0,23,0,trap,-30.51875,0.0
447,-28.5,36,0,trap,-30.369999999999997,0.0
448,-26.3,14,0,trap,-30.365000000000002,0.0
449,-29.0,32,0,trap,-30.378750000000004,0.0
450,-31.799999999999997,42,0,trap,-30.357499999999998,0.0
451,-31.499999999999993,57,0,trap,-30.369999999999997,0.0
452,-28.3,16,0,trap,-30.4,0.0
453,-30.599999999999994,48,0,enemy,-30.425,0.0
454,-28.6,28,0,trap,-30.37625,0.0
455,-26.9,11,0,enemy,-30.353749999999998,0.0
456,-40.69999999999999,77,0,trap,-30.506249999999994,0.0
457,-25.2,3,0,trap,-30.408749999999998,0.0
458,-28.5,18,0,trap,-30.40625,0.0
459,-27.0,21,0,trap,-30.33375,0.0
460,-27.3,24,0,enemy,-30.342499999999994,0.0
461,-26.4,15,0,trap,-30.25875,0.0
462,-28.3,25,0,trap,-30.283749999999998,0.0
463,-31.0,34,0,trap,-30.3025,0.0
464,-26.6,17,0,trap,-30.203749999999996,0.0
465,-29.4,36,0,enemy,-30.253750000000004,0.0
466,-27.400000000000002,16,0,trap,-30.25,0.0
467,-26.4,15,0,trap,-29.997499999999995,0.0
468,-28.8,21,0,trap,-30.03,0.0
469,-25.8,9,0,trap,-29.9375,0.0
470,-33.3,39,0,trap,-29.982499999999998,0.0
471,-33.0,45,0,trap,-30.034999999999997,0.0
472,-30.1,25,0,trap,-30.064999999999998,0.0
473,-29.999999999999996,33,0,trap,-29.854999999999997,0.0
474,-46.00000000000002,94,0,enemy,-30.034999999999997,0.0
475,-33.099999999999994,28,0,enemy,-30.121250000000003,0.0
476,-26.5,16,0,trap,-30.09375,0.0
477,-40.29999999999998,82,0,enemy,-30.2275,0.0
478,-29.7,48,0,trap,-30.26,0.0
479,-34.499999999999986,69,0,trap,-30.36375,0.0
480,-26.5,16,0,trap,-30.352500000000003,0.0
481,-26.1,12,0,enemy,-30.330000000000002,0.0
482,-33.5,50,0,trap,-30.37375,0.0
483,-27.3,24,0,trap,-30.38375,0.0
484,-40.39999999999999,47,0,trap,-30.49,0.0
485,-36.09999999999999,67,0,trap,-30.5525,0.0
486,-28.6,28,0,trap,-30.555,0.0
487,-28.6,19,0,enemy,-30.494999999999997,0.0
488,-26.2,13,0,enemy,-30.472499999999997,0.0
489,-32.8,34,0,trap,-30.527499999999996,0.0
490,-28.0,22,0,trap,-30.494999999999997,0.0
491,-40.59999999999999,76,0,trap,-30.36875,0.0
492,-34.89999999999999,55,0,trap,-30.46,0.0
493,-28.0,22,0,trap,-30.48875,0.0
494,-29.0,23,0,enemy,-30.365,0.0
495,-31.799999999999997,51,0,trap,-30.399999999999995,0.0
496,-31.199999999999996,54,0,trap,-30.4175,0.0
497,-43.60000000000001,88,0,trap,-30.544999999999998,0.0
498,-29.3,26,0,trap,-30.55,0.0
499,-33.39999999999999,49,0,trap,-30.598749999999995,0.0
500,-50.000000000000085,134,0,trap,-30.868749999999995,0.0
501,-27.0,21,0,enemy,-30.861249999999995,0.0
502,-27.5,17,0,enemy,-30.774999999999995,0.0
503,-32.39999999999999,39,0,trap,-30.848749999999995,0.0
504,-29.3,35,0,enemy,-30.860000000000003,0.0
505,-30.6,30,0,trap,-30.827499999999997,0.0
506,-26.0,11,0,trap,-30.82375,0.0
507,-32.699999999999996,60,0,trap,-30.871249999999996,0.0
508,-27.8,20,0,trap,-30.805,0.0
509,-27.5,26,0,trap,-30.805,0.0
510,-34.79999999999999,81,0,trap,-30.892500000000002,0.0
511,-27.2,23,0,trap,-30.889999999999997,0.0
512,-30.4,46,0,enemy,-30.903750000000002,0.0
513,-27.900000000000002,21,0,trap,-30.825,0.0
514,-27.0,21,0,trap,-30.655,0.0
515,-27.3,24,0,trap,-30.652499999999996,0.0
516,-30.2,35,0,trap,-30.68625,0.0
517,-32.9,44,0,trap,-30.718749999999993,0.0
518,-25.3,4,0,trap,-30.69375,0.0
519,-27.8,20,0,trap,-30.501250000000006,0.0
520,-27.0,21,0,trap,-30.475,0.0
521,-30.599999999999994,48,0,trap,-30.477500000000003,0.0
522,-32.3,56,0,trap,-30.543749999999996,0.0
523,-27.2,23,0,enemy,-30.490000000000002,0.0
524,-28.200000000000003,24,0,enemy,-30.516249999999996,0.0
525,-27.1,22,0,enemy,-30.44625,0.0
526,-30.299999999999997,36,0,trap,-30.4625,0.0
527,-27.6,18,0,trap,-30.451249999999998,0.0
528,-27.400000000000002,25,0,trap,-30.464999999999996,0.0
529,-28.400000000000002,26,0,trap,-30.4575,0.0
530,-61.60000000000003,133,0,trap,-30.830000000000002,0.0
531,-28.6,28,0,trap,-30.79375,0.0
532,-40.199999999999974,99,0,trap,-30.942500000000003,0.0
533,-31.499999999999993,57,0,enemy,-30.953750000000003,0.0
534,-26.1,12,0,trap,-30.922500000000003,0.0
535,-26.1,12,0,enemy,-30.9125,0.0
536,-26.5,7,0,enemy,-30.735000000000003,0.0
537,-29.5,46,0,trap,-30.78875,0.0
538,-29.6,20,0,enemy,-30.8025,0.0
