episode,return,steps,success,end_reason,return_ma,success_rate_ma
574,23.4,27,1,goal,14.1625,0.775
575,26.0,19,1,goal,14.775,0.7875
576,-24.5,20,0,trap,14.15125,0.775
577,26.5,14,1,goal,14.75625,0.7875
578,26.5,14,1,goal,15.3625,0.8
579,26.5,14,1,goal,15.367500000000001,0.8
580,25.9,20,1,goal,15.397500000000003,0.8
581,26.3,16,1,goal,15.408750000000001,0.8
582,26.5,14,1,goal,15.4175,0.8
583,26.3,16,1,goal,16.025,0.8125
584,24.2,19,1,goal,16.62125,0.825
585,-23.5,13,0,trap,16.032500000000002,0.8125
586,24.4,17,1,goal,16.042499999999997,0.8125
587,23.7,33,1,goal,16.025,0.8125
588,-22.1,8,0,trap,15.502500000000001,0.8
589,26.1,18,1,goal,15.517499999999998,0.8
590,25.5,15,1,goal,15.507499999999999,0.8
591,26.2,17,1,goal,15.59,0.8
592,26.2,17,1,goal,15.602500000000001,0.8
593,26.5,14,1,goal,16.21875,0.8125
594,-22.0,7,0,trap,15.64625,0.8
595,22.5,36,1,goal,15.627500000000001,0.8
596,-24.1,10,0,enemy,14.995,0.7875
597,25.5,15,1,goal,15.5875,0.8
598,26.1,18,1,goal,16.2,0.8125
599,26.5,14,1,goal,16.833750000000002,0.825
600,23.5,26,1,goal,16.79625,0.825
601,25.1,19,1,goal,16.78375,0.825
602,24.3,27,1,goal,16.79,0.825
603,-23.1,6,0,trap,16.798750000000002,0.825
604,24.4,17,1,goal,16.7775,0.825
605,-20.5,13,0,enemy,16.205000000000002,0.8125
606,25.5,15,1,goal,16.80875,0.825
607,26.5,14,1,goal,16.8275,0.825
608,25.6,23,1,goal,16.82375,0.825
609,-23.7,6,0,enemy,16.21125,0.8125
610,25.1,19,1,goal,16.222500000000004,0.8125
611,-23.0,5,0,trap,15.666250000000002,0.8
612,24.5,25,1,goal,15.686250000000001,0.8
613,26.1,18,1,goal,15.7,0.8
614,24.6,24,1,goal,15.69375,0.8
615,-23.0,5,0,trap,15.089999999999998,0.7875
616,-22.2,18,0,enemy,14.540000000000001,0.775
617,26.0,19,1,goal,14.54375,0.775
618,25.5,15,1,goal,14.532500000000002,0.775
619,24.4,17,1,goal,15.126249999999999,0.7875
620,24.0,21,1,goal,15.11,0.7875
621,24.2,19,1,goal,15.15,0.7875
622,26.0,19,1,goal,15.145,0.7875
623,26.3,16,1,goal,15.145,0.7875
624,24.0,30,1,goal,15.117499999999998,0.7875
625,26.3,16,1,goal,15.727499999999997,0.8
626,26.3,16,1,goal,15.74,0.8
627,26.0,19,1,goal,15.763750000000002,0.8
628,22.5,27,1,goal,16.332500000000003,0.8125
629,-22.3,28,0,enemy,15.729999999999999,0.8
630,26.5,14,1,goal,15.73875,0.8
631,24.9,21,1,goal,15.721250000000001,0.8
632,25.2,18,1,goal,16.3275,0.8125
633,-22.1,8,0,enemy,15.723749999999999,0.8
634,20.5,20,1,goal,15.65625,0.8
635,26.3,16,1,goal,15.653750000000002,0.8
636,25.4,25,1,goal,15.65125,0.8
637,26.3,16,1,goal,15.648749999999998,0.8
638,25.0,29,1,goal,15.647499999999999,0.8
639,26.3,16,1,goal,16.2725,0.8125
640,26.1,18,1,goal,16.2975,0.8125
641,23.5,17,1,goal,16.285,0.8125
642,26.1,18,1,goal,16.31,0.8125
643,25.7,22,1,goal,16.302500000000002,0.8125
644,25.6,23,1,goal,16.295,0.8125
645,25.299999999999997,26,1,goal,16.282500000000002,0.8125
646,24.9,21,1,goal,16.888749999999998,0.825
647,26.2,17,1,goal,17.4725,0.8375
648,-24.6,12,0,enemy,16.84,0.825
649,25.5,15,1,goal,16.865000000000002,0.825
650,25.3,17,1,goal,16.87625,0.825
651,26.5,14,1,goal,16.87625,0.825
652,-24.1,4,0,trap,16.26875,0.8125
653,24.6,24,1,goal,16.26125,0.8125
654,26.3,16,1,goal,16.2975,0.8125
655,26.5,14,1,goal,16.30375,0.8125
656,26.5,14,1,goal,16.94125,0.825
657,24.3,27,1,goal,16.91375,0.825
658,25.1,19,1,goal,16.896250000000002,0.825
659,-23.6,14,0,trap,16.27,0.8125
660,25.7,22,1,goal,16.2675,0.8125
661,24.2,19,1,goal,16.24125,0.8125
662,21.5,19,1,goal,16.17875,0.8125
663,24.6,24,1,goal,16.1575,0.8125
664,26.2,17,1,goal,16.182499999999997,0.8125
665,25.5,15,1,goal,16.794999999999998,0.825
666,26.5,14,1,goal,16.82125,0.825
667,26.3,16,1,goal,16.853749999999998,0.825
668,26.2,17,1,goal,17.4575,0.8375
669,24.7,23,1,goal,17.44,0.8375
670,-21.4,19,0,enemy,16.853749999999998,0.825
671,-21.2,11,0,enemy,16.26125,0.8125
672,25.1,19,1,goal,16.2475,0.8125
673,-22.7,29,0,enemy,15.632499999999999,0.8
674,26.5,14,1,goal,16.23875,0.8125
675,26.3,16,1,goal,16.28625,0.8125
676,26.1,18,1,goal,16.91375,0.825
677,25.3,17,1,goal,16.911250000000003,0.825
678,25.3,17,1,goal,16.901249999999997,0.825
679,26.3,16,1,goal,16.89875,0.825
680,-19.5,12,0,enemy,16.36125,0.8125
681,26.1,18,1,goal,16.37375,0.8125
682,26.0,19,1,goal,16.395000000000003,0.8125
683,25.1,19,1,goal,16.9975,0.825
684,24.2,19,1,goal,16.994999999999997,0.825
685,25.1,19,1,goal,17.564999999999998,0.8375
686,26.3,16,1,goal,17.575,0.8375
687,25.2,18,1,goal,17.558749999999996,0.8375
688,24.9,21,1,goal,17.55,0.8375
689,26.5,14,1,goal,18.177500000000002,0.85
690,26.0,19,1,goal,18.18875,0.85
691,25.9,20,1,goal,18.8,0.8625
692,25.6,23,1,goal,18.81375,0.8625
693,25.9,20,1,goal,18.81125,0.8625
694,26.5,14,1,goal,18.835,0.8625
695,-22.9,13,0,enemy,18.83625,0.8625
696,23.9,22,1,goal,19.4125,0.875
697,24.3,18,1,goal,19.39125,0.875
698,25.0,20,1,goal,19.384999999999998,0.875
699,-22.0,16,0,enemy,18.805,0.8625
700,26.3,16,1,goal,18.833750000000002,0.8625
701,26.4,15,1,goal,18.861250000000002,0.8625
702,26.1,18,1,goal,18.8625,0.8625
703,26.1,18,1,goal,18.86,0.8625
704,26.5,14,1,goal,18.89125,0.8625
705,25.8,21,1,goal,18.885,0.8625
706,-21.5,8,0,enemy,18.2875,0.85
707,-23.0,5,0,enemy,17.675,0.8375
708,26.0,19,1,goal,17.71875,0.8375
709,-22.5,6,0,enemy,17.716250000000002,0.8375
710,26.5,14,1,goal,17.716250000000002,0.8375
711,26.4,15,1,goal,17.735,0.8375
712,26.5,14,1,goal,17.75125,0.8375
713,26.5,14,1,goal,18.35875,0.85
714,22.7,25,1,goal,18.38625,0.85
715,24.8,22,1,goal,18.3675,0.85
716,23.6,25,1,goal,18.345000000000002,0.85
717,25.8,21,1,goal,18.33875,0.85
718,25.4,16,1,goal,18.34375,0.85
719,25.5,15,1,goal,18.33375,0.85
720,25.5,15,1,goal,18.326249999999998,0.85
721,22.6,26,1,goal,18.315,0.85
722,26.5,14,1,goal,18.32,0.85
723,-22.9,10,0,enemy,17.7125,0.8375
724,26.2,17,1,goal,17.72,0.8375
725,26.5,14,1,goal,17.735,0.8375
726,26.1,18,1,goal,17.75,0.8375
727,22.9,41,1,goal,17.708750000000002,0.8375
728,23.5,17,1,goal,18.31,0.85
729,26.0,19,1,goal,18.31625,0.85
730,26.1,18,1,goal,18.326249999999998,0.85
731,25.5,15,1,goal,18.31375,0.85
732,26.2,17,1,goal,18.9425,0.8625
733,-21.3,21,0,enemy,18.36875,0.85
734,26.3,16,1,goal,18.36875,0.85
735,24.5,16,1,goal,18.34375,0.85
736,24.5,25,1,goal,18.31875,0.85
737,22.7,25,1,goal,18.298750000000002,0.85
738,26.5,14,1,goal,18.31625,0.85
739,24.5,25,1,goal,18.9175,0.8625
740,25.7,22,1,goal,18.9175,0.8625
741,25.9,20,1,goal,18.93875,0.8625
742,26.3,16,1,goal,18.99875,0.8625
743,25.8,21,1,goal,19.01375,0.8625
744,24.4,17,1,goal,18.99125,0.8625
745,21.7,26,1,goal,18.94375,0.8625
746,-22.0,7,0,enemy,18.3375,0.85
747,26.4,15,1,goal,18.33875,0.85
748,25.9,20,1,goal,18.335,0.85
749,26.1,18,1,goal,18.3525,0.85
750,-23.0,5,0,trap,18.332500000000003,0.85
751,26.1,18,1,goal,18.92375,0.8625
752,26.5,14,1,goal,18.94125,0.8625
753,25.3,17,1,goal,19.541249999999998,0.875
754,25.1,19,1,goal,19.52375,0.875
755,25.7,22,1,goal,19.516250000000003,0.875
756,26.3,16,1,goal,19.51875,0.875
757,26.5,14,1,goal,19.53375,0.875
758,24.7,23,1,goal,19.52625,0.875
759,26.1,18,1,goal,19.52375,0.875
760,26.4,15,1,goal,20.097500000000004,0.8875
761,26.5,14,1,goal,20.1025,0.8875
762,-24.7,13,0,trap,19.46875,0.875
763,26.2,17,1,goal,19.4825,0.875
764,25.7,22,1,goal,19.50125,0.875
765,26.2,17,1,goal,19.515,0.875
766,-23.0,5,0,trap,18.89875,0.8625
767,26.0,19,1,goal,18.90875,0.8625
768,25.9,20,1,goal,18.92125,0.8625
769,26.2,17,1,goal,18.9175,0.8625
770,24.5,16,1,goal,18.89875,0.8625
771,23.8,23,1,goal,18.8725,0.8625
772,23.1,21,1,goal,18.84125,0.8625
773,26.4,15,1,goal,18.8475,0.8625
774,-24.0,3,0,enemy,18.21625,0.85
775,-24.0,3,0,trap,18.2025,0.85
776,26.3,16,1,goal,18.232499999999998,0.85
777,25.4,16,1,goal,18.24625,0.85
778,-24.3,18,0,enemy,17.63,0.8375
779,-22.0,7,0,trap,17.63,0.8375
780,25.8,21,1,goal,17.62375,0.8375
781,25.5,15,1,goal,17.6125,0.8375
782,26.5,14,1,goal,17.6175,0.8375
783,22.9,41,1,goal,17.5775,0.8375
784,26.2,17,1,goal,17.57375,0.8375
785,26.1,18,1,goal,17.577499999999997,0.8375
786,26.3,16,1,goal,18.175,0.85
787,26.4,15,1,goal,18.792499999999997,0.8625
788,26.3,16,1,goal,18.796249999999997,0.8625
789,26.5,14,1,goal,19.408749999999998,0.875
790,24.3,18,1,goal,19.38125,0.875
791,23.9,22,1,goal,19.35,0.875
792,-22.8,9,0,enemy,18.73375,0.8625
793,23.9,22,1,goal,18.70125,0.8625
794,25.5,15,1,goal,18.736250000000002,0.8625
795,26.5,14,1,goal,18.7575,0.8625
796,26.5,14,1,goal,18.79375,0.8625
797,26.4,15,1,goal,18.80125,0.8625
798,24.3,18,1,goal,18.7875,0.8625
799,26.5,14,1,goal,18.8,0.8625
800,24.2,19,1,goal,18.78375,0.8625
801,26.5,14,1,goal,18.8325,0.8625
802,26.5,14,1,goal,18.8325,0.8625
803,26.5,14,1,goal,19.45,0.875
804,26.5,14,1,goal,19.45375,0.875
805,26.5,14,1,goal,19.45375,0.875
806,22.3,20,1,goal,19.40625,0.875
807,26.0,19,1,goal,19.445,0.875
808,25.5,24,1,goal,19.47,0.875
809,25.4,16,1,goal,19.4625,0.875
810,26.3,16,1,goal,19.465,0.875
811,-18.5,14,0,enemy,18.915,0.8625
812,26.5,14,1,goal,18.91875,0.8625
813,26.5,14,1,goal,19.51625,0.875
814,-23.3,8,0,trap,18.896250000000002,0.8625
815,26.1,18,1,goal,18.916249999999998,0.8625
816,-21.0,9,0,enemy,18.3475,0.85
817,26.4,15,1,goal,18.39375,0.85
818,24.5,16,1,goal,18.36875,0.85
819,25.9,20,1,goal,18.38625,0.85
820,25.6,23,1,goal,18.384999999999998,0.85
821,26.5,14,1,goal,18.392500000000002,0.85
822,-20.9,26,0,enemy,17.8025,0.8375
823,26.5,14,1,goal,17.811249999999998,0.8375
824,20.9,25,1,goal,17.767500000000002,0.8375
825,26.5,14,1,goal,17.8275,0.8375
826,25.0,20,1,goal,18.415,0.85
827,25.4,16,1,goal,18.4025,0.85
828,26.4,15,1,goal,18.40875,0.85
829,25.0,20,1,goal,18.395,0.85
830,-20.5,10,0,enemy,18.42625,0.85
831,-26.4,15,0,trap,17.770000000000003,0.8375
832,25.3,17,1,goal,17.755000000000003,0.8375
833,-22.5,9,0,enemy,17.157500000000002,0.825
834,-23.3,20,0,trap,16.552500000000002,0.8125
835,26.5,14,1,goal,16.5625,0.8125
836,25.5,15,1,goal,16.552500000000002,0.8125
837,25.1,19,1,goal,16.535,0.8125
838,26.5,14,1,goal,16.557499999999997,0.8125
839,26.5,14,1,goal,16.5625,0.8125
840,25.5,24,1,goal,16.55125,0.8125
841,26.3,16,1,goal,16.54875,0.8125
842,24.7,23,1,goal,17.166249999999998,0.825
843,24.5,16,1,goal,17.145,0.825
844,24.5,16,1,goal,17.130000000000003,0.825
845,26.2,17,1,goal,17.130000000000003,0.825
846,26.0,19,1,goal,17.7425,0.8375
847,26.4,15,1,goal,17.7475,0.8375
848,25.3,26,1,goal,17.740000000000002,0.8375
849,25.4,16,1,goal,17.729999999999997,0.8375
850,26.5,14,1,goal,17.755,0.8375
851,25.5,15,1,goal,17.776249999999997,0.8375
852,22.9,23,1,goal,17.77375,0.8375
853,26.2,17,1,goal,17.771250000000002,0.8375
854,26.1,18,1,goal,18.3975,0.85
855,25.3,17,1,goal,19.013749999999998,0.8625
856,26.4,15,1,goal,19.015,0.8625
857,26.5,14,1,goal,19.02875,0.8625
858,26.3,16,1,goal,19.661250000000003,0.875
859,26.5,14,1,goal,20.267500000000002,0.8875
860,26.1,18,1,goal,20.27125,0.8875
861,26.5,14,1,goal,20.283749999999998,0.8875
862,21.9,33,1,goal,20.22625,0.8875
863,24.9,21,1,goal,20.251250000000002,0.8875
864,23.0,22,1,goal,20.21125,0.8875
865,25.5,15,1,goal,20.203750000000003,0.8875
866,24.3,18,1,goal,20.17875,0.8875
867,24.0,30,1,goal,20.14875,0.8875
868,26.4,15,1,goal,20.15,0.8875
869,26.1,18,1,goal,20.145000000000003,0.8875
870,24.3,18,1,goal,20.145,0.8875
871,26.5,14,1,goal,20.177500000000002,0.8875
872,25.8,21,1,goal,20.785,0.9
873,25.8,21,1,goal,20.808749999999996,0.9
874,25.3,17,1,goal,20.80625,0.9
875,-23.2,7,0,trap,20.185,0.8875
876,26.5,14,1,goal,20.185,0.8875
877,26.5,14,1,goal,20.18625,0.8875
878,25.5,15,1,goal,20.20125,0.8875
879,24.3,18,1,goal,20.173750000000002,0.8875
880,24.3,18,1,goal,20.175,0.8875
881,24.6,24,1,goal,20.15125,0.8875
882,24.9,21,1,goal,20.13125,0.8875
883,25.8,21,1,goal,20.1225,0.8875
884,21.9,24,1,goal,20.065,0.8875
885,26.2,17,1,goal,20.06125,0.8875
886,25.8,21,1,goal,20.105,0.8875
887,-24.4,19,0,trap,19.475,0.875
888,-22.1,23,0,enemy,18.880000000000003,0.8625
889,26.5,14,1,goal,18.89375,0.8625
890,-21.7,28,0,enemy,18.29375,0.85
891,25.5,15,1,goal,18.84375,0.8625
892,23.9,22,1,goal,18.81125,0.8625
893,26.1,18,1,goal,18.80625,0.8625
894,24.5,16,1,goal,19.40375,0.875
895,-24.0,3,0,trap,18.7775,0.8625
896,25.9,20,1,goal,19.363750000000003,0.875
897,26.5,14,1,goal,19.365000000000002,0.875
898,25.5,15,1,goal,19.3775,0.875
899,26.3,16,1,goal,19.3825,0.875
900,26.0,19,1,goal,19.3875,0.875
901,25.5,15,1,goal,19.375,0.875
902,-25.0,7,0,trap,19.32375,0.875
903,24.5,25,1,goal,19.298750000000002,0.875
904,26.0,19,1,goal,19.3625,0.875
905,-24.5,2,0,enemy,18.725,0.8625
906,26.5,14,1,goal,18.74375,0.8625
907,25.3,17,1,goal,18.7425,0.8625
908,26.2,17,1,goal,18.740000000000002,0.8625
909,26.3,16,1,goal,18.75625,0.8625
910,26.3,16,1,goal,19.34125,0.875
911,-23.0,5,0,trap,19.38375,0.875
912,26.3,16,1,goal,19.396250000000002,0.875
913,26.5,14,1,goal,20.00875,0.8875
914,26.1,18,1,goal,20.62625,0.9
915,26.5,14,1,goal,20.62625,0.9
916,-23.1,6,0,trap,20.01875,0.8875
917,25.1,19,1,goal,20.01875,0.8875
918,26.5,14,1,goal,20.01875,0.8875
919,-20.7,12,0,enemy,19.42875,0.875
920,25.5,15,1,goal,19.42875,0.875
921,24.5,25,1,goal,19.40625,0.875
922,25.2,18,1,goal,19.4125,0.875
923,26.3,16,1,goal,19.435,0.875
924,25.1,19,1,goal,19.442500000000003,0.875
925,25.700000000000003,22,1,goal,19.436249999999998,0.875
926,26.3,16,1,goal,19.44,0.875
927,25.5,15,1,goal,19.42875,0.875
928,26.3,16,1,goal,19.44125,0.875
929,24.9,21,1,goal,19.435,0.875
930,25.0,20,1,goal,19.416249999999998,0.875
931,25.3,17,1,goal,19.41375,0.875
932,26.3,16,1,goal,19.45625,0.875
933,25.3,17,1,goal,19.445,0.875
934,26.0,19,1,goal,19.44375,0.875
935,23.5,17,1,goal,19.42125,0.875
936,-24.0,3,0,enemy,18.791249999999998,0.8625
937,25.9,20,1,goal,18.78375,0.8625
938,26.3,16,1,goal,18.78375,0.8625
939,23.3,19,1,goal,18.74375,0.8625
940,26.3,16,1,goal,18.74625,0.8625
941,23.9,22,1,goal,18.71375,0.8625
942,26.5,14,1,goal,18.771250000000002,0.8625
943,26.0,19,1,goal,18.785,0.8625
944,25.5,15,1,goal,18.81625,0.8625
945,26.0,19,1,goal,18.822499999999998,0.8625
946,25.5,15,1,goal,18.8375,0.8625
947,-21.4,16,0,enemy,18.27,0.85
948,24.3,18,1,goal,18.24375,0.85
949,26.5,14,1,goal,18.248749999999998,0.85
950,25.3,17,1,goal,18.26125,0.85
951,26.2,17,1,goal,18.2575,0.85
952,26.5,14,1,goal,18.26625,0.85
953,24.5,16,1,goal,18.25,0.85
954,25.8,21,1,goal,18.25625,0.85
955,25.5,15,1,goal,18.865000000000002,0.8625
956,23.5,17,1,goal,18.8275,0.8625
957,24.5,16,1,goal,18.802500000000002,0.8625
958,26.5,14,1,goal,18.815,0.8625
959,25.2,18,1,goal,18.826249999999998,0.8625
960,25.9,20,1,goal,18.84625,0.8625
961,24.5,25,1,goal,18.845,0.8625
962,25.2,18,1,goal,18.848750000000003,0.8625
963,26.1,18,1,goal,18.8525,0.8625
964,24.5,16,1,goal,18.884999999999998,0.8625
965,24.3,18,1,goal,18.86125,0.8625
966,26.1,18,1,goal,18.865000000000002,0.8625
967,-25.0,1,0,enemy,18.8575,0.8625
968,26.5,14,1,goal,19.465,0.875
969,25.6,23,1,goal,19.45375,0.875
970,23.7,33,1,goal,20.021250000000002,0.8875
971,25.5,15,1,goal,20.021250000000002,0.8875
972,-25.0,1,0,enemy,19.41,0.875
973,25.2,18,1,goal,19.39875,0.875
974,-20.7,18,0,enemy,18.833750000000002,0.8625
975,25.4,16,1,goal,19.45125,0.875
976,24.9,21,1,goal,19.43875,0.875
977,20.2,23,1,goal,19.36,0.875
978,25.7,22,1,goal,19.3625,0.875
979,23.5,26,1,goal,19.3275,0.875
980,25.9,20,1,goal,19.326249999999998,0.875
981,25.4,16,1,goal,19.325,0.875
982,25.8,21,1,goal,19.96,0.8875
983,26.1,18,1,goal,19.98,0.8875
984,25.9,20,1,goal,19.978749999999998,0.8875
985,25.1,19,1,goal,20.598750000000003,0.9
986,26.5,14,1,goal,20.598750000000003,0.9
987,26.2,17,1,goal,20.61,0.9
988,25.1,19,1,goal,20.59625,0.9
989,26.5,14,1,goal,20.598750000000003,0.9
990,22.9,23,1,goal,20.55625,0.9
991,26.2,17,1,goal,21.17125,0.9125
992,25.3,17,1,goal,21.158749999999998,0.9125
993,26.5,14,1,goal,21.158749999999998,0.9125
994,24.7,23,1,goal,21.14125,0.9125
995,26.0,19,1,goal,21.134999999999998,0.9125
996,25.1,28,1,goal,21.7375,0.925
997,25.9,20,1,goal,21.7475,0.925
998,26.4,15,1,goal,21.74625,0.925
999,26.3,16,1,goal,22.333750000000002,0.9375
1000,26.1,18,1,goal,22.34125,0.9375
1001,24.9,21,1,goal,22.34625,0.9375
1002,26.4,15,1,goal,22.361250000000002,0.9375
1003,26.1,18,1,goal,22.35875,0.9375
1004,26.5,14,1,goal,22.37625,0.9375
1005,26.5,14,1,goal,22.38625,0.9375
1006,24.4,17,1,goal,22.3625,0.9375
1007,26.2,17,1,goal,22.371249999999996,0.9375
1008,26.3,16,1,goal,22.37125,0.9375
1009,-21.4,13,0,enemy,21.7925,0.925
1010,26.5,14,1,goal,21.81125,0.925
1011,22.2,21,1,goal,21.7725,0.925
1012,25.5,15,1,goal,21.7625,0.925
1013,20.1,24,1,goal,21.697499999999998,0.925
1014,25.5,24,1,goal,21.69125,0.925
1015,26.3,16,1,goal,21.72625,0.925
1016,25.3,17,1,goal,22.3425,0.9375
1017,26.3,16,1,goal,22.3475,0.9375
1018,26.4,15,1,goal,22.34875,0.9375
1019,26.1,18,1,goal,22.38375,0.9375
1020,24.8,22,1,goal,22.365000000000002,0.9375
1021,26.2,17,1,goal,22.39375,0.9375
1022,24.4,17,1,goal,22.3675,0.9375
1023,26.5,14,1,goal,22.373749999999998,0.9375
1024,26.4,15,1,goal,22.384999999999998,0.9375
1025,24.5,16,1,goal,22.36625,0.9375
1026,25.4,16,1,goal,22.365000000000002,0.9375
1027,26.3,16,1,goal,22.96125,0.95
1028,25.5,15,1,goal,22.97625,0.95
1029,26.5,14,1,goal,22.97625,0.95
1030,25.6,23,1,goal,22.979999999999997,0.95
1031,26.5,14,1,goal,22.98375,0.95
1032,26.2,17,1,goal,22.98,0.95
1033,26.0,19,1,goal,22.99875,0.95
1034,25.3,17,1,goal,22.9925,0.95
1035,26.5,14,1,goal,23.005,0.95
1036,-20.9,14,0,enemy,22.45,0.9375
1037,26.0,19,1,goal,22.46875,0.9375
1038,24.9,21,1,goal,22.448749999999997,0.9375
1039,26.5,14,1,goal,22.465,0.9375
1040,26.5,14,1,goal,22.4725,0.9375
1041,26.5,14,1,goal,22.4975,0.9375
1042,22.1,22,1,goal,22.458750000000002,0.9375
1043,26.0,19,1,goal,22.457500000000003,0.9375
1044,25.2,18,1,goal,22.46625,0.9375
1045,-20.5,10,0,enemy,21.90625,0.925
1046,24.5,16,1,goal,21.886249999999997,0.925
1047,26.2,17,1,goal,22.526249999999997,0.9375
1048,25.5,15,1,goal,22.513749999999998,0.9375
1049,26.1,18,1,goal,22.520000000000003,0.9375
1050,26.5,14,1,goal,22.555,0.9375
1051,25.2,18,1,goal,22.55125,0.9375
1052,26.1,18,1,goal,23.19,0.95
1053,-20.7,12,0,enemy,22.61625,0.9375
1054,26.0,19,1,goal,23.2,0.95
1055,25.4,16,1,goal,23.2,0.95
1056,21.6,36,1,goal,23.15875,0.95
1057,-23.0,5,0,trap,22.61875,0.9375
1058,24.5,16,1,goal,22.603749999999998,0.9375
1059,19.9,26,1,goal,22.55875,0.9375
1060,-22.3,10,0,enemy,21.95625,0.925
1061,25.8,21,1,goal,21.96125,0.925
1062,25.2,18,1,goal,21.95375,0.925
1063,26.4,15,1,goal,21.9575,0.925
1064,26.5,14,1,goal,21.965,0.925
1065,25.0,20,1,goal,21.963749999999997,0.925
1066,26.5,14,1,goal,21.963749999999997,0.925
1067,25.8,21,1,goal,21.958750000000002,0.925
1068,26.5,14,1,goal,21.97625,0.925
1069,26.0,19,1,goal,21.97,0.925
1070,-23.0,5,0,enemy,21.396250000000002,0.9125
1071,25.7,22,1,goal,21.39,0.9125
1072,26.5,14,1,goal,21.405,0.9125
1073,26.3,16,1,goal,21.4025,0.9125
1074,26.5,14,1,goal,21.425,0.9125
1075,25.3,17,1,goal,21.416249999999998,0.9125
1076,26.2,17,1,goal,21.43,0.9125
1077,26.2,17,1,goal,21.43375,0.9125
1078,26.1,18,1,goal,21.43,0.9125
1079,26.3,16,1,goal,21.43,0.9125
1080,23.4,18,1,goal,21.396250000000002,0.9125
1081,24.9,21,1,goal,21.396250000000002,0.9125
1082,23.5,17,1,goal,21.36,0.9125
1083,22.0,32,1,goal,21.30875,0.9125
1084,25.2,18,1,goal,21.2925,0.9125
1085,25.5,15,1,goal,21.28,0.9125
1086,26.5,14,1,goal,21.30625,0.9125
1087,25.5,15,1,goal,21.297500000000003,0.9125
1088,24.9,21,1,goal,21.279999999999998,0.9125
1089,25.2,18,1,goal,21.8625,0.925
1090,22.4,28,1,goal,21.81125,0.925
1091,26.4,15,1,goal,21.86375,0.925
1092,26.2,17,1,goal,21.8725,0.925
1093,24.6,24,1,goal,21.92875,0.925
1094,26.5,14,1,goal,21.94125,0.925
1095,26.5,14,1,goal,21.94375,0.925
1096,25.5,15,1,goal,21.94625,0.925
1097,26.1,18,1,goal,21.94375,0.925
1098,26.2,17,1,goal,21.941250000000004,0.925
1099,26.3,16,1,goal,21.94375,0.925
1100,26.3,16,1,goal,21.9625,0.925
1101,25.4,16,1,goal,21.9525,0.925
1102,26.5,14,1,goal,21.97875,0.925
1103,25.1,19,1,goal,21.96125,0.925
1104,26.2,17,1,goal,21.958750000000002,0.925
1105,23.9,22,1,goal,21.951249999999998,0.925
1106,25.799999999999997,21,1,goal,21.95625,0.925
1107,25.9,20,1,goal,21.951249999999998,0.925
1108,25.9,20,1,goal,21.95625,0.925
1109,26.3,16,1,goal,21.95375,0.925
1110,26.3,16,1,goal,21.9625,0.925
1111,24.9,21,1,goal,21.942500000000003,0.925
1112,-24.0,3,0,enemy,21.315,0.9125
1113,24.3,18,1,goal,21.29375,0.9125
1114,26.3,16,1,goal,21.30625,0.9125
1115,26.4,15,1,goal,21.305,0.9125
1116,25.1,19,1,goal,21.88,0.925
1117,-22.4,11,0,trap,21.275,0.9125
1118,26.3,16,1,goal,21.2925,0.9125
1119,25.7,22,1,goal,21.282500000000002,0.9125
1120,26.2,17,1,goal,21.27875,0.9125
1121,24.1,20,1,goal,21.24875,0.9125
1122,26.5,14,1,goal,21.30375,0.9125
1123,26.1,18,1,goal,21.305,0.9125
1124,26.2,17,1,goal,21.317500000000003,0.9125
1125,26.5,14,1,goal,21.905,0.925
1126,26.4,15,1,goal,21.92875,0.925
1127,26.1,18,1,goal,21.927500000000002,0.925
1128,25.5,15,1,goal,21.927500000000002,0.925
1129,26.5,14,1,goal,21.932499999999997,0.925
1130,25.0,20,1,goal,21.91375,0.925
1131,26.0,19,1,goal,21.923750000000002,0.925
1132,26.2,17,1,goal,21.925,0.925
1133,22.9,32,1,goal,22.47,0.9375
1134,26.5,14,1,goal,22.47625,0.9375
1135,25.6,23,1,goal,22.478749999999998,0.9375
1136,24.7,23,1,goal,22.517500000000002,0.9375
1137,26.1,18,1,goal,23.13125,0.95
1138,26.3,16,1,goal,23.15375,0.95
1139,25.1,19,1,goal,23.21875,0.95
1140,26.4,15,1,goal,23.8275,0.9625
1141,23.9,31,1,goal,23.80375,0.9625
1142,23.9,31,1,goal,23.7875,0.9625
1143,24.5,16,1,goal,23.763749999999998,0.9625
1144,25.5,15,1,goal,23.75125,0.9625
1145,25.2,18,1,goal,23.75375,0.9625
1146,25.4,25,1,goal,23.740000000000002,0.9625
1147,25.9,20,1,goal,23.74125,0.9625
1148,25.3,26,1,goal,23.72625,0.9625
1149,24.9,21,1,goal,23.7125,0.9625
1150,25.5,15,1,goal,24.31875,0.975
1151,26.5,14,1,goal,24.32875,0.975
1152,-22.2,18,0,enemy,23.72,0.9625
1153,25.5,15,1,goal,23.71,0.9625
1154,25.4,16,1,goal,23.69625,0.9625
1155,25.8,21,1,goal,23.7025,0.9625
1156,22.9,32,1,goal,23.661250000000003,0.9625
1157,26.1,18,1,goal,23.66,0.9625
1158,26.2,17,1,goal,23.661250000000003,0.9625
1159,24.2,19,1,goal,23.634999999999998,0.9625
1160,-23.1,6,0,trap,23.05375,0.95
1161,25.5,15,1,goal,23.061249999999998,0.95
1162,25.9,20,1,goal,23.09125,0.95
